activity_nr,opt_type,opt_id,opt_value,opt_info_id,load_dt
337629828,N,1,762982,,2020-08-17 00:28:11 EDT
337630016,N,1,763001,,2020-08-17 00:28:11 EDT
337630222,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
337630610,N,1,763061,,2020-08-17 00:28:11 EDT
337630826,N,4,ATAR,,2020-08-17 00:28:11 EDT
337631410,N,1,758641,,2020-08-17 00:28:11 EDT
337631410,N,6,468574,,2020-08-17 00:28:11 EDT
337631816,N,6,678284,,2020-08-17 00:28:11 EDT
337633432,N,1,718159,,2020-08-17 00:28:11 EDT
337634612,N,1,763461,,2020-08-17 00:28:11 EDT
337634612,N,6,123456,,2020-08-17 00:28:11 EDT
337634810,N,1,763061,,2020-08-17 00:28:11 EDT
337635023,N,1,763502,,2020-08-17 00:28:11 EDT
337635411,N,1,763541,,2020-08-17 00:28:11 EDT
337635619,N,1,763561,,2020-08-17 00:28:11 EDT
337635619,N,6,123456,,2020-08-17 00:28:11 EDT
337635817,N,1,763581,,2020-08-17 00:28:11 EDT
337636039,N,1,763061,,2020-08-17 00:28:11 EDT
337636815,N,1,763061,,2020-08-17 00:28:11 EDT
337637011,N,1,763701,,2020-08-17 00:28:11 EDT
337637011,N,6,659051,,2020-08-17 00:28:11 EDT
337637227,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337637417,N,1,751921,,2020-08-17 00:28:11 EDT
337637417,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337637615,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337638027,N,1,763802,,2020-08-17 00:28:11 EDT
337638217,N,1,763821,,2020-08-17 00:28:11 EDT
337638621,N,1,763701,,2020-08-17 00:28:11 EDT
337638621,N,6,659051,,2020-08-17 00:28:11 EDT
337638811,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
337640015,N,1,764001,,2020-08-17 00:28:11 EDT
337640411,N,1,764041,,2020-08-17 00:28:11 EDT
337640619,N,1,764061,,2020-08-17 00:28:11 EDT
337640627,N,1,762941,,2020-08-17 00:28:11 EDT
337640817,N,1,764081,,2020-08-17 00:28:11 EDT
337640817,N,6,607433,,2020-08-17 00:28:11 EDT
337640817,N,14,"FOCUS,C,1",,2020-08-17 00:28:11 EDT
337641013,N,1,764101,,2020-08-17 00:28:11 EDT
337641013,N,6,123456,,2020-08-17 00:28:11 EDT
337641419,N,6,625338,,2020-08-17 00:28:11 EDT
337641617,N,6,512618,,2020-08-17 00:28:11 EDT
337641617,N,1,764161,,2020-08-17 00:28:11 EDT
337641625,N,6,625338,,2020-08-17 00:28:11 EDT
337642219,N,1,764001,,2020-08-17 00:28:11 EDT
337642813,N,6,625338,,2020-08-17 00:28:11 EDT
337643415,N,13,764341,,2020-08-17 00:28:11 EDT
337643829,N,16,RESCON,,2020-08-17 00:28:11 EDT
337643829,N,1,764382,,2020-08-17 00:28:11 EDT
337644215,N,1,764421,,2020-08-17 00:28:11 EDT
337644611,N,6,123456,,2020-08-17 00:28:11 EDT
337644611,N,16,RESCON,,2020-08-17 00:28:11 EDT
337644819,N,1,764481,,2020-08-17 00:28:11 EDT
337645014,N,4,ATAR,,2020-08-17 00:28:11 EDT
337645014,N,6,LAB,,2020-08-17 00:28:11 EDT
337645410,N,1,764382,,2020-08-17 00:28:11 EDT
337645410,N,16,RESCON,,2020-08-17 00:28:11 EDT
337645824,N,1,764582,,2020-08-17 00:28:11 EDT
337645840,N,16,LEAD,,2020-08-17 00:28:11 EDT
337645840,N,6,LAB,,2020-08-17 00:28:11 EDT
337646012,N,1,764601,,2020-08-17 00:28:11 EDT
337646814,N,1,764681,,2020-08-17 00:28:11 EDT
337647218,N,1,764721,,2020-08-17 00:28:11 EDT
337647614,N,1,764761,,2020-08-17 00:28:11 EDT
337648042,N,2,BLOOD,,2020-08-17 00:28:11 EDT
337648042,N,16,VIOLENCE,,2020-08-17 00:28:11 EDT
337648059,N,6,487654,,2020-08-17 00:28:11 EDT
337648059,N,1,764805,,2020-08-17 00:28:11 EDT
337648216,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337648224,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337648232,N,4,ATAR,,2020-08-17 00:28:11 EDT
337648414,N,1,764841,,2020-08-17 00:28:11 EDT
337648612,N,10,IMMLANG-Y,,2020-08-17 00:28:11 EDT
337648810,N,1,764881,,2020-08-17 00:28:11 EDT
337649016,N,4,ATAR,,2020-08-17 00:28:11 EDT
337649248,N,1,764924,,2020-08-17 00:28:11 EDT
337649248,N,6,123456,,2020-08-17 00:28:11 EDT
337649255,N,4,ATAR,,2020-08-17 00:28:11 EDT
337649412,N,8,SIGCASE,,2020-08-17 00:28:11 EDT
337649438,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337649818,N,1,764981,,2020-08-17 00:28:11 EDT
337649818,N,6,645800,,2020-08-17 00:28:11 EDT
337650014,N,6,745932,,2020-08-17 00:28:11 EDT
337650212,N,4,ATAR,,2020-08-17 00:28:11 EDT
337650618,N,6,658932,,2020-08-17 00:28:11 EDT
337650816,N,6,847982,,2020-08-17 00:28:11 EDT
337650816,N,1,765081,,2020-08-17 00:28:11 EDT
337651228,N,1,765122,,2020-08-17 00:28:11 EDT
337651814,N,1,764001,,2020-08-17 00:28:11 EDT
337652010,N,1,765201,,2020-08-17 00:28:11 EDT
337652218,N,6,437704,,2020-08-17 00:28:11 EDT
337652416,N,6,590428,,2020-08-17 00:28:11 EDT
337652416,N,1,765241,,2020-08-17 00:28:11 EDT
337653018,N,1,765301,,2020-08-17 00:28:11 EDT
337653216,N,6,651055,,2020-08-17 00:28:11 EDT
337653414,N,1,765341,,2020-08-17 00:28:11 EDT
337653422,N,1,765342,,2020-08-17 00:28:11 EDT
337653422,N,6,123456,,2020-08-17 00:28:11 EDT
337654214,N,6,765421,,2020-08-17 00:28:11 EDT
337654214,N,1,123456,,2020-08-17 00:28:11 EDT
337654222,N,6,637412,,2020-08-17 00:28:11 EDT
337654818,N,10,PHONE#1-99842761,,2020-08-17 00:28:11 EDT
337654818,N,10,IMMLANG-Y,,2020-08-17 00:28:11 EDT
337654818,N,4,VPP-CEF,,2020-08-17 00:28:11 EDT
337654818,N,1,690371,,2020-08-17 00:28:11 EDT
337655815,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337656029,N,1,765602,,2020-08-17 00:28:11 EDT
337656029,N,6,479119,,2020-08-17 00:28:11 EDT
337656227,N,6,LAB,,2020-08-17 00:28:11 EDT
337656417,N,1,765641,,2020-08-17 00:28:11 EDT
337656417,N,6,532704,,2020-08-17 00:28:11 EDT
337656425,N,1,765642,,2020-08-17 00:28:11 EDT
337656425,N,6,123456,,2020-08-17 00:28:11 EDT
337656441,N,3,ERGO-LTR,,2020-08-17 00:28:11 EDT
337656441,N,2,BLOOD,,2020-08-17 00:28:11 EDT
337657217,N,14,GIFOCUS,,2020-08-17 00:28:11 EDT
337657217,N,16,PWRPRESS,,2020-08-17 00:28:11 EDT
337657225,N,6,651055,,2020-08-17 00:28:11 EDT
337657613,N,3,BACK,,2020-08-17 00:28:11 EDT
337657613,N,3,UED,,2020-08-17 00:28:11 EDT
337658215,N,1,593839,,2020-08-17 00:28:11 EDT
337659015,N,6,651055,,2020-08-17 00:28:11 EDT
337659023,N,1,765902,,2020-08-17 00:28:11 EDT
337659023,N,6,775358,,2020-08-17 00:28:11 EDT
337659031,N,1,765903,,2020-08-17 00:28:11 EDT
337659411,N,6,651055,,2020-08-17 00:28:11 EDT
337660211,N,6,651055,,2020-08-17 00:28:11 EDT
337661219,N,1,766121,,2020-08-17 00:28:11 EDT
337661417,N,1,766141,,2020-08-17 00:28:11 EDT
337661813,N,16,LEAD,,2020-08-17 00:28:11 EDT
337662019,N,6,639795,,2020-08-17 00:28:11 EDT
337662225,N,6,123456,,2020-08-17 00:28:11 EDT
337662613,N,1,766261,,2020-08-17 00:28:11 EDT
337662613,N,6,123456,,2020-08-17 00:28:11 EDT
337662811,N,1,766281,,2020-08-17 00:28:11 EDT
337662811,N,6,646952,,2020-08-17 00:28:11 EDT
337663017,N,1,766301,,2020-08-17 00:28:11 EDT
337663413,N,6,639795,,2020-08-17 00:28:11 EDT
337664015,N,6,639795,,2020-08-17 00:28:11 EDT
337664023,N,1,766402,,2020-08-17 00:28:11 EDT
337664023,N,6,123456,,2020-08-17 00:28:11 EDT
337664023,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337664429,N,6,639795,,2020-08-17 00:28:11 EDT
337664619,N,1,766461,,2020-08-17 00:28:11 EDT
337664619,N,6,533411,,2020-08-17 00:28:11 EDT
337664825,N,1,766482,,2020-08-17 00:28:11 EDT
337665012,N,6,639795,,2020-08-17 00:28:11 EDT
337665426,N,4,ATAR,,2020-08-17 00:28:11 EDT
337665426,N,6,LAB,,2020-08-17 00:28:11 EDT
337665616,N,4,ATAR,,2020-08-17 00:28:11 EDT
337666416,N,1,766641,,2020-08-17 00:28:11 EDT
337666432,N,6,639795,,2020-08-17 00:28:11 EDT
337666614,N,6,639795,,2020-08-17 00:28:11 EDT
337666812,N,1,766641,,2020-08-17 00:28:11 EDT
337667018,N,1,766701,,2020-08-17 00:28:11 EDT
337667026,N,6,639795,,2020-08-17 00:28:11 EDT
337667414,N,6,639795,,2020-08-17 00:28:11 EDT
337667620,N,1,766762,,2020-08-17 00:28:11 EDT
337668214,N,1,766821,,2020-08-17 00:28:11 EDT
337668412,N,6,464112,,2020-08-17 00:28:11 EDT
337668412,N,14,"FOCUS,C,1",,2020-08-17 00:28:11 EDT
337668610,N,14,GIFOCUS,,2020-08-17 00:28:11 EDT
337669816,N,1,766981,,2020-08-17 00:28:11 EDT
337669824,N,1,766982,,2020-08-17 00:28:11 EDT
337670038,N,6,LAB,,2020-08-17 00:28:11 EDT
337670210,N,1,767021,,2020-08-17 00:28:11 EDT
337670418,N,1,767041,,2020-08-17 00:28:11 EDT
337670814,N,1,767081,,2020-08-17 00:28:11 EDT
337671010,N,1,767101,,2020-08-17 00:28:11 EDT
337671028,N,1,767102,,2020-08-17 00:28:11 EDT
337671028,N,6,123456,,2020-08-17 00:28:11 EDT
337671069,N,1,767106,,2020-08-17 00:28:11 EDT
337671069,N,6,672973,,2020-08-17 00:28:11 EDT
337671416,N,1,767041,,2020-08-17 00:28:11 EDT
337671432,N,1,767143,,2020-08-17 00:28:11 EDT
337671432,N,16,RESCON,,2020-08-17 00:28:11 EDT
337671614,N,1,767161,,2020-08-17 00:28:11 EDT
337671614,N,6,450352,,2020-08-17 00:28:11 EDT
337671622,N,1,767162,,2020-08-17 00:28:11 EDT
337671622,N,6,123456,,2020-08-17 00:28:11 EDT
337671630,N,1,767163,,2020-08-17 00:28:11 EDT
337672026,N,1,767202,,2020-08-17 00:28:11 EDT
337672026,N,6,123456,,2020-08-17 00:28:11 EDT
337672224,N,1,767222,,2020-08-17 00:28:11 EDT
337672430,N,1,767243,,2020-08-17 00:28:11 EDT
337672810,N,1,767281,,2020-08-17 00:28:11 EDT
337672828,N,4,ATAR,,2020-08-17 00:28:11 EDT
337673016,N,4,ATAR,,2020-08-17 00:28:11 EDT
337673024,N,1,767302,,2020-08-17 00:28:11 EDT
337673024,N,6,123456,,2020-08-17 00:28:11 EDT
337673412,N,1,766461,,2020-08-17 00:28:11 EDT
337673412,N,6,533411,,2020-08-17 00:28:11 EDT
337673610,N,1,767361,,2020-08-17 00:28:11 EDT
337673610,N,6,414458,,2020-08-17 00:28:11 EDT
337674014,N,19,BNGR,,2020-08-17 00:28:11 EDT
337674618,N,6,572008,,2020-08-17 00:28:11 EDT
337674618,N,14,"FOCUS,C,5",,2020-08-17 00:28:11 EDT
337675011,N,4,ATAR,,2020-08-17 00:28:11 EDT
337675219,N,1,767521,,2020-08-17 00:28:11 EDT
337675219,N,6,422369,,2020-08-17 00:28:11 EDT
337675615,N,6,437989,,2020-08-17 00:28:11 EDT
337675623,N,4,ATAR,,2020-08-17 00:28:11 EDT
337675813,N,4,ATAR,,2020-08-17 00:28:11 EDT
337676415,N,6,429933,,2020-08-17 00:28:11 EDT
337676811,N,1,767681,,2020-08-17 00:28:11 EDT
337677017,N,6,502794,,2020-08-17 00:28:11 EDT
337677215,N,6,475228,,2020-08-17 00:28:11 EDT
337677819,N,1,767781,,2020-08-17 00:28:11 EDT
337677819,N,6,123456,,2020-08-17 00:28:11 EDT
337677819,N,16,RESCON,,2020-08-17 00:28:11 EDT
337678221,N,1,767822,,2020-08-17 00:28:11 EDT
337678221,N,16,RESCON,,2020-08-17 00:28:11 EDT
337679211,N,1,767202,,2020-08-17 00:28:11 EDT
337679211,N,6,123456,,2020-08-17 00:28:11 EDT
337679419,N,1,767941,,2020-08-17 00:28:11 EDT
337680011,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337680029,N,1,768002,,2020-08-17 00:28:11 EDT
337680813,N,6,652218,,2020-08-17 00:28:11 EDT
337681019,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337681027,N,1,768102,,2020-08-17 00:28:11 EDT
337681415,N,1,768141,,2020-08-17 00:28:11 EDT
337681415,N,6,123456,,2020-08-17 00:28:11 EDT
337681621,N,1,764161,,2020-08-17 00:28:11 EDT
337681639,N,6,123456,,2020-08-17 00:28:11 EDT
337681639,N,1,767202,,2020-08-17 00:28:11 EDT
337681811,N,1,768181,,2020-08-17 00:28:11 EDT
337681811,N,6,668410,,2020-08-17 00:28:11 EDT
337682017,N,4,ATAR,,2020-08-17 00:28:11 EDT
337682249,N,1,768224,,2020-08-17 00:28:11 EDT
337683411,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337684211,N,1,768421,,2020-08-17 00:28:11 EDT
337684211,N,6,617548,,2020-08-17 00:28:11 EDT
337684427,N,6,409059,,2020-08-17 00:28:11 EDT
337684427,N,1,768442,,2020-08-17 00:28:11 EDT
337684617,N,1,768461,,2020-08-17 00:28:11 EDT
337685614,N,1,768561,,2020-08-17 00:28:11 EDT
337685820,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337686018,N,1,768601,,2020-08-17 00:28:11 EDT
337686042,N,1,735921,,2020-08-17 00:28:11 EDT
337686042,N,6,608424,,2020-08-17 00:28:11 EDT
337686042,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337686224,N,1,650071,,2020-08-17 00:28:11 EDT
337686232,N,1,768623,,2020-08-17 00:28:11 EDT
337686422,N,1,768642,,2020-08-17 00:28:11 EDT
337686448,N,1,768601,,2020-08-17 00:28:11 EDT
337686612,N,6,652218,,2020-08-17 00:28:11 EDT
337686620,N,6,652218,,2020-08-17 00:28:11 EDT
337686638,N,6,492992,,2020-08-17 00:28:11 EDT
337687016,N,6,652218,,2020-08-17 00:28:11 EDT
337687024,N,1,768702,,2020-08-17 00:28:11 EDT
337687024,N,6,617548,,2020-08-17 00:28:11 EDT
337687222,N,1,768702,,2020-08-17 00:28:11 EDT
337687222,N,6,617548,,2020-08-17 00:28:11 EDT
337687412,N,6,652218,,2020-08-17 00:28:11 EDT
337687610,N,6,652218,,2020-08-17 00:28:11 EDT
337687628,N,6,652218,,2020-08-17 00:28:11 EDT
337687636,N,6,652218,,2020-08-17 00:28:11 EDT
337687644,N,6,652218,,2020-08-17 00:28:11 EDT
337687651,N,6,652218,,2020-08-17 00:28:11 EDT
337687685,N,6,652218,,2020-08-17 00:28:11 EDT
337687842,N,1,768784,,2020-08-17 00:28:11 EDT
337688618,N,1,768861,,2020-08-17 00:28:11 EDT
337688618,N,6,620919,,2020-08-17 00:28:11 EDT
337688816,N,6,123456,,2020-08-17 00:28:11 EDT
337688816,N,1,768881,,2020-08-17 00:28:11 EDT
337689020,N,1,768902,,2020-08-17 00:28:11 EDT
337689038,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
337689418,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337689418,N,16,RESCON,,2020-08-17 00:28:11 EDT
337689616,N,1,768961,,2020-08-17 00:28:11 EDT
337689814,N,1,769981,,2020-08-17 00:28:11 EDT
337690044,N,1,735921,,2020-08-17 00:28:11 EDT
337690044,N,6,608424,,2020-08-17 00:28:11 EDT
337690044,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337690051,N,3,BACK,,2020-08-17 00:28:11 EDT
337690051,N,3,ERGO-LTR,,2020-08-17 00:28:11 EDT
337690051,N,16,VIOLENCE,,2020-08-17 00:28:11 EDT
337690069,N,4,ATAR,,2020-08-17 00:28:11 EDT
337690416,N,1,769041,,2020-08-17 00:28:11 EDT
337690416,N,6,123456,,2020-08-17 00:28:11 EDT
337690424,N,1,767202,,2020-08-17 00:28:11 EDT
337690424,N,6,123456,,2020-08-17 00:28:11 EDT
337691026,N,1,769102,,2020-08-17 00:28:11 EDT
337691216,N,1,769121,,2020-08-17 00:28:11 EDT
337691216,N,6,666050,,2020-08-17 00:28:11 EDT
337691414,N,1,769141,,2020-08-17 00:28:11 EDT
337691414,N,6,123456,,2020-08-17 00:28:11 EDT
337691828,N,1,769182,,2020-08-17 00:28:11 EDT
337692610,N,16,RESCON,,2020-08-17 00:28:11 EDT
337693832,N,6,585190,,2020-08-17 00:28:11 EDT
337693832,N,1,769383,,2020-08-17 00:28:11 EDT
337694210,N,3,BACK,,2020-08-17 00:28:11 EDT
337694210,N,3,OTHER,,2020-08-17 00:28:11 EDT
337694210,N,3,UED,,2020-08-17 00:28:11 EDT
337694228,N,1,769182,,2020-08-17 00:28:11 EDT
337694418,N,1,769441,,2020-08-17 00:28:11 EDT
337694418,N,6,528413,,2020-08-17 00:28:11 EDT
337694624,N,4,ATAR,,2020-08-17 00:28:11 EDT
337695621,N,1,769562,,2020-08-17 00:28:11 EDT
337695621,N,6,DODGE NBR.,,2020-08-17 00:28:11 EDT
337696413,N,1,769641,,2020-08-17 00:28:11 EDT
337696637,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337696694,N,1,769669,,2020-08-17 00:28:11 EDT
337696694,N,6,123456,,2020-08-17 00:28:11 EDT
337697213,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
337697445,N,19,BNGR,,2020-08-17 00:28:11 EDT
337697452,N,1,769745,,2020-08-17 00:28:11 EDT
337697486,N,1,769748,,2020-08-17 00:28:11 EDT
337697817,N,1,769781,,2020-08-17 00:28:11 EDT
337697817,N,6,123456,,2020-08-17 00:28:11 EDT
337698013,N,1,769801,,2020-08-17 00:28:11 EDT
337698245,N,1,769824,,2020-08-17 00:28:11 EDT
337698245,N,6,123456,,2020-08-17 00:28:11 EDT
337698419,N,1,769841,,2020-08-17 00:28:11 EDT
337698427,N,1,769842,,2020-08-17 00:28:11 EDT
337698427,N,6,123456,,2020-08-17 00:28:11 EDT
337698815,N,4,ATAR,,2020-08-17 00:28:11 EDT
337699029,N,8,S721522,,2020-08-17 00:28:11 EDT
337699029,N,8,SIGCASE,,2020-08-17 00:28:11 EDT
337699029,N,16,RESCON,,2020-08-17 00:28:11 EDT
337699458,N,1,769841,,2020-08-17 00:28:11 EDT
337699474,N,1,736961,,2020-08-17 00:28:11 EDT
337699474,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337699474,N,6,422842,,2020-08-17 00:28:11 EDT
337699615,N,1,769961,,2020-08-17 00:28:11 EDT
337699615,N,6,123456,,2020-08-17 00:28:11 EDT
337699821,N,16,RESCON,,2020-08-17 00:28:11 EDT
337699821,N,6,123456,,2020-08-17 00:28:11 EDT
337699847,N,16,LEAD,,2020-08-17 00:28:11 EDT
337700223,N,5,IAQVENT,,2020-08-17 00:28:11 EDT
337700231,N,1,770023,,2020-08-17 00:28:11 EDT
337700249,N,1,770024,,2020-08-17 00:28:11 EDT
337700256,N,11,LOG759392,,2015-12-06 01:02:48 EST
337701411,N,10,PHONE,,2020-08-17 00:28:11 EDT
337701627,N,6,468504,,2020-08-17 00:28:11 EDT
337702617,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337703425,N,1,770342,,2020-08-17 00:28:11 EDT
337703441,N,1,770344,,2020-08-17 00:28:11 EDT
337703615,N,1,770361,,2020-08-17 00:28:11 EDT
337704217,N,1,770421,,2020-08-17 00:28:11 EDT
337704217,N,6,523600,,2020-08-17 00:28:11 EDT
337704415,N,6,680110,,2020-08-17 00:28:11 EDT
337704639,N,6,468504,,2020-08-17 00:28:11 EDT
337704811,N,6,468504,,2020-08-17 00:28:11 EDT
337704829,N,14,"FOCUS,S",,2020-08-17 00:28:11 EDT
337704829,N,6,422842,,2020-08-17 00:28:11 EDT
337704829,N,1,736961,,2020-08-17 00:28:11 EDT
337705412,N,1,759983,,2020-08-17 00:28:11 EDT
337706014,N,6,551015,,2020-08-17 00:28:11 EDT
337706048,N,4,ATAR,,2020-08-17 00:28:11 EDT
337706071,N,14,"FOCUS,C,6",,2020-08-17 00:28:11 EDT
337706071,N,6,457789,,2020-08-17 00:28:11 EDT
337706071,N,1,770607,,2020-08-17 00:28:11 EDT
337706220,N,6,123456,,2020-08-17 00:28:11 EDT
337706220,N,1,770622,,2020-08-17 00:28:11 EDT
337706626,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337706626,N,8,S#########,,2020-08-17 00:28:11 EDT
337706816,N,1,770681,,2020-08-17 00:28:11 EDT
337707210,N,1,770721,,2020-08-17 00:28:11 EDT
337707418,N,1,770741,,2020-08-17 00:28:11 EDT
337707418,N,6,640872,,2020-08-17 00:28:11 EDT
337707632,N,1,770763,,2020-08-17 00:28:11 EDT
337707632,N,6,123456,,2020-08-17 00:28:11 EDT
337708416,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337708424,N,6,514332,,2020-08-17 00:28:11 EDT
337708424,N,1,770842,,2020-08-17 00:28:11 EDT
337709018,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337709224,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337709240,N,1,770924,,2020-08-17 00:28:11 EDT
337709265,N,1,773926,,2020-08-17 00:28:11 EDT
337709281,N,10,IMMLANG-N,,2020-08-17 00:28:11 EDT
337709414,N,1,770941,,2020-08-17 00:28:11 EDT
337709414,N,6,681455,,2020-08-17 00:28:11 EDT
337709430,N,1,770943,,2020-08-17 00:28:11 EDT
337709430,N,6,829139,,2020-08-17 00:28:11 EDT
337709448,N,4,ATAR,,2020-08-17 00:28:11 EDT
337709612,N,1,770741,,2020-08-17 00:28:11 EDT
337709828,N,4,ATAR,,2020-08-17 00:28:11 EDT
337710214,N,1,771021,,2020-08-17 00:28:11 EDT
337710628,N,1,771062,,2020-08-17 00:28:11 EDT
337710818,N,1,770941,,2020-08-17 00:28:11 EDT
337710818,N,6,681455,,2020-08-17 00:28:11 EDT
337711212,N,4,EVAL,,2020-08-17 00:28:11 EDT
337711212,N,16,ASBESTOS,,2020-08-17 00:28:11 EDT
337711212,N,6,LAB,,2020-08-17 00:28:11 EDT
337711220,N,1,771122,,2020-08-17 00:28:11 EDT
337711220,N,6,649465,,2020-08-17 00:28:11 EDT
337711428,N,14,"FOCUS,C,1",,2020-08-17 00:28:11 EDT
337712210,N,4,ATAR,,2020-08-17 00:28:11 EDT
337712814,N,1,771281,,2020-08-17 00:28:11 EDT
337713010,N,16,RESCON,,2020-08-17 00:28:11 EDT
337713416,N,12,RESHAL,,2020-08-17 00:28:11 EDT
337713812,N,1,771122,,2020-08-17 00:28:11 EDT
337713812,N,6,649465,,2020-08-17 00:28:11 EDT
337714018,N,1,771401,,2020-08-17 00:28:11 EDT
337714018,N,6,587977,,2020-08-17 00:28:11 EDT
337714026,N,1,771402,,2020-08-17 00:28:11 EDT
337714612,N,8,SIGCASE,,2020-08-17 00:28:11 EDT
337714612,N,10,IMMLANG-Y,,2020-08-17 00:28:11 EDT
337714620,N,4,ATAR,,2020-08-17 00:28:11 EDT
337715015,N,1,771501,,2020-08-17 00:28:11 EDT
337715221,N,4,ATAR,,2020-08-17 00:28:11 EDT
337715221,N,16,LEAD,,2020-08-17 00:28:11 EDT
337715635,N,6,123456,,2020-08-17 00:28:11 EDT
337715635,N,11,LOG 763412,,2020-08-17 00:28:11 EDT
337715825,N,6,637142,,2020-08-17 00:28:11 EDT
337716815,N,1,771122,,2020-08-17 00:28:11 EDT
337716815,N,6,649465,,2020-08-17 00:28:11 EDT
337717219,N,1,554978,,2020-08-17 00:28:11 EDT
337717615,N,1,771761,,2020-08-17 00:28:11 EDT
337717615,N,6,463304,,2020-08-17 00:28:11 EDT
337717623,N,1,771762,,2020-08-17 00:28:11 EDT
337717623,N,6,612662,,2020-08-17 00:28:11 EDT
337718415,N,1,771841,,2020-08-17 00:28:11 EDT
337718613,N,1,771122,,2020-08-17 00:28:11 EDT
337718613,N,6,649465,,2020-08-17 00:28:11 EDT
337719017,N,1,771901,,2020-08-17 00:28:11 EDT
337719017,N,6,624220,,2020-08-17 00:28:11 EDT
337719637,N,1,771963,,2020-08-17 00:28:11 EDT
337720429,N,1,772042,,2020-08-17 00:28:11 EDT
337720445,N,6,591039,,2020-08-17 00:28:11 EDT
337720452,N,1,772045,,2020-08-17 00:28:11 EDT
337720817,N,1,772081,,2020-08-17 00:28:11 EDT
337721419,N,1,772141,,2020-08-17 00:28:11 EDT
337721419,N,6,642191,,2020-08-17 00:28:11 EDT
337723811,N,8,SIGCASE,,2020-08-17 00:28:11 EDT
337723811,N,1,772381,,2020-08-17 00:28:11 EDT
337723811,N,6,123456,,2020-08-17 00:28:11 EDT
337724215,N,11,LOG759942,,2020-08-17 00:28:11 EDT
337724413,N,1,772441,,2020-08-17 00:28:11 EDT
337724637,N,14,"FOCUS,C",,2020-08-17 00:28:11 EDT
337724637,N,1,772463,,2020-08-17 00:28:11 EDT
337724637,N,6,456513,,2020-08-17 00:28:11 EDT
337724819,N,1,772481,,2020-08-17 00:28:11 EDT
337725022,N,1,772502,,2020-08-17 00:28:11 EDT
337725410,N,1,772541,,2020-08-17 00:28:11 EDT
337725410,N,6,400024,,2020-08-17 00:28:11 EDT
337725816,N,1,772581,,2020-08-17 00:28:11 EDT
337726418,N,1,772641,,2020-08-17 00:28:11 EDT
337726418,N,6,642191,,2020-08-17 00:28:11 EDT
337726814,N,6,649465,,2020-08-17 00:28:11 EDT
337726814,N,1,771122,,2020-08-17 00:28:11 EDT
337727218,N,9,IMMINENT,,2020-08-17 00:28:11 EDT
337727416,N,14,"FOCUS,C,01",,2020-08-17 00:28:11 EDT
337727416,N,6,552591,,2020-08-17 00:28:11 EDT
337727424,N,1,772742,,2020-08-17 00:28:11 EDT
337727812,N,1,772781,,2020-08-17 00:28:11 EDT
337727820,N,1,772782,,2020-08-17 00:28:11 EDT
337728430,N,1,772843,,2020-08-17 00:28:11 EDT
337728620,N,1,772862,,2020-08-17 00:28:11 EDT
337729024,N,1,772902,,2020-08-17 00:28:11 EDT
337729230,N,1,772923,,2020-08-17 00:28:11 EDT
337730014,N,1,772902,,2020-08-17 00:28:11 EDT
337730022,N,1,773002,,2020-08-17 00:28:11 EDT
337730220,N,1,773022,,2020-08-17 00:28:11 EDT
337730220,N,6,418627,,2020-08-17 00:28:11 EDT
337730410,N,14,"FOCUS,C,NNN",,2020-08-17 00:28:11 EDT
337730618,N,6,637415,,2020-08-17 00:28:11 EDT
337731228,N,6,516370,,2020-08-17 00:28:11 EDT
337732226,N,6,PSMP,,2020-08-17 00:28:11 EDT
337732234,N,6,477790,,2020-08-17 00:28:11 EDT
337733216,N,1,773321,,2020-08-17 00:28:11 EDT
337733216,N,6,123456,,2020-08-17 00:28:11 EDT
337733810,N,6,418627,,2020-08-17 00:28:11 EDT
337733810,N,1,773002,,2020-08-17 00:28:11 EDT
337734644,N,16,SINGFAM,,2020-08-17 00:28:11 EDT
337734693,N,16,RESCON,,2020-08-17 00:28:11 EDT
